media_id,checkpoint,obs_date,posted_date,permalink,caption,views,reach,avg_watch_time_s,new_followers,skip_rate_pct,share_rate_pct,like_rate_pct,save_rate_pct,repost_rate_pct,comment_rate_pct,src_reels_pct,src_explore_pct,src_feed_pct,src_profile_pct,src_other_pct,profile_visits,likes,comments,reposts,shares,saves,follower_pct,age_13_17_pct,age_18_24_pct,age_25_34_pct,age_35_44_pct,age_45_54_pct,age_55_64_pct,age_65_plus_pct,gender_male_pct,gender_female_pct,gender_other_pct,countries
18161100985461070,24h,2026-07-19,2026-07-18,https://www.instagram.com/reel/Da7vbEklBmO/,他親手終結了千年王朝，卻保住了整座城市。  慶州歷史區 · 新羅王朝（前57–935）  新羅王朝以慶州為都整整992年，從西元前57年到935年，把王陵、石塔,380,326,9,0,58.8,0.0,1.3,0.3,0.0,0.0,85.0,10.7,4.2,,,1,4,0,0,0,1,1.3,0,5.5,27.3,31.1,15.4,11.8,8.8,43.8,56.3,,台灣:65.3|香港:11.0|新加坡:6.1|馬來西亞:2.8|中國:2.5
18161100985461070,48h,2026-07-20,2026-07-18,https://www.instagram.com/reel/Da7vbEklBmO/,他親手終結了千年王朝，卻保住了整座城市。  慶州歷史區 · 新羅王朝（前57–935）  新羅王朝以慶州為都整整992年，從西元前57年到935年，把王陵、石塔,707,621,9,0,57.8,0.0,1.0,0.5,0.0,0.0,86.8,10.5,2.6,0.1,,5,6,0,0,0,3,0.7,0,4.3,26.5,29.8,18.8,11.7,8.9,47.4,52.6,,台灣:66.6|香港:9.2|新加坡:6.9|馬來西亞:4.0|美國:2.3
18161100985461070,7d,2026-07-25,2026-07-18,https://www.instagram.com/reel/Da7vbEklBmO/,他親手終結了千年王朝，卻保住了整座城市。  慶州歷史區 · 新羅王朝（前57–935）  新羅王朝以慶州為都整整992年，從西元前57年到935年，把王陵、石塔,721,634,10,0,57.7,0.0,1.1,0.5,0.0,0.0,85.4,10.3,2.8,1.5,,6,7,0,0,0,3,1.7,0.1,4.4,27.0,29.6,18.4,11.7,8.8,47,53,,台灣:67.3|香港:9.0|新加坡:6.7|馬來西亞:3.9|美國:2.2
18085989914553597,24h,2026-07-20,2026-07-19,https://www.instagram.com/reel/Da9DCPyjRxm/,這座教堂蓋了 144 年，今年終於封頂——而設計它的人，一百年前就走了。  聖家堂 · 1882 年－2026 年  高第 31 歲接手聖家堂，把哥德式骨架換成,1081,940,11,5,60.2,0.3,1.3,0.1,0.0,0.0,80.5,10.3,2.2,0.3,6.5,1,12,0,0,3,1,4.2,0.3,5.7,27.1,27.2,17.6,13.9,8.1,48.6,51.4,,台灣:68.8|香港:8.3|馬來西亞:5.7|新加坡:4.0|美國:3.9
18085989914553597,48h,2026-07-21,2026-07-19,https://www.instagram.com/reel/Da9DCPyjRxm/,這座教堂蓋了 144 年，今年終於封頂——而設計它的人，一百年前就走了。  聖家堂 · 1882 年－2026 年  高第 31 歲接手聖家堂，把哥德式骨架換成,1195,1031,11,6,59.8,0.4,1.5,0.2,0.0,0.0,80.7,10.4,2.2,0.3,6.1,3,16,0,0,4,2,4.4,0.3,5.7,27.1,27.3,17.0,14.2,8.4,48.1,51.9,,台灣:68.5|香港:8.4|馬來西亞:5.7|新加坡:4.3|美國:3.7
18136824583585849,24h,2026-07-21,2026-07-20,https://www.instagram.com/reel/DbA5AxsjtRY/,蓋起金字塔的，不是奴隸──那他們是誰？  吉薩金字塔群 · 古王國第四王朝（約前2600–前2500）  胡夫大金字塔以550萬噸石灰岩砌成146公尺，自完工起,243,208,8,2,70.1,0.0,0.9,0.0,0.0,0.0,87.1,10.8,1.7,0.4,0,2,2,0,0,0,0,2.1,0.4,10.6,34.0,25.5,16.2,8.9,4.3,53.8,46.2,,台灣:55.3|香港:8.5|馬來西亞:4.7|新加坡:4.3|印度:3.8
18136824583585849,48h,2026-07-22,2026-07-20,https://www.instagram.com/reel/DbA5AxsjtRY/,蓋起金字塔的，不是奴隸──那他們是誰？  吉薩金字塔群 · 古王國第四王朝（約前2600–前2500）  胡夫大金字塔以550萬噸石灰岩砌成146公尺，自完工起,445,397,9,5,63.5,0.0,1.8,0.0,0.0,0.0,88.7,10.0,0.9,0.4,,8,7,0,0,0,0,1.6,0.2,7.9,32.1,23.5,17.4,12.4,6.5,51.8,48.2,,台灣:64.3|香港:9.0|馬來西亞:3.6|新加坡:3.4|中國:2.3
18136824583585849,7d,2026-07-27,2026-07-20,https://www.instagram.com/reel/DbA5AxsjtRY/,蓋起金字塔的，不是奴隸──那他們是誰？  吉薩金字塔群 · 古王國第四王朝（約前2600–前2500）  胡夫大金字塔以550萬噸石灰岩砌成146公尺，自完工起,462,409,10,5,62.1,0.0,1.8,0.0,0.0,0.0,86.5,9.8,1.1,2.6,,9,7,0,0,0,0,2.6,0.4,8.3,32.3,22.7,17.2,12.7,6.3,51.0,49.0,,台灣:64.6|香港:9.4|馬來西亞:3.5|新加坡:3.3|中國:2.2
18606601657000248,24h,2026-07-22,2026-07-21,https://www.instagram.com/reel/DbDdzF4EQEv/,蓋出這座城的人，最後被關在自己的城裡──他是誰？  薩爾斯堡歷史中心 · 1077 年－1803 年  鹽讓薩爾斯堡富可敵國。杜恩山的岩鹽沿著薩爾察河北運，養出,351,303,8,1,61.6,0.0,1.0,0.0,0.0,0.0,85.2,12.5,2.3,,,0,3,0,0,0,0,3.1,0.6,8.7,28.8,24.4,18.0,16.3,3.2,48.9,51.1,,台灣:64.2|香港:12.2|新加坡:6.1|馬來西亞:3.8|中國:2.0
18606601657000248,48h,2026-07-23,2026-07-21,https://www.instagram.com/reel/DbDdzF4EQEv/,蓋出這座城的人，最後被關在自己的城裡──他是誰？  薩爾斯堡歷史中心 · 1077 年－1803 年  鹽讓薩爾斯堡富可敵國。杜恩山的岩鹽沿著薩爾察河北運，養出,512,440,8,1,60.1,0.0,1.1,0.2,0.0,0.0,86.5,11.4,2.0,,,0,5,0,0,0,1,2.2,0.8,8.8,31.1,23.7,17.0,14.7,3.9,45.3,54.7,,台灣:66.1|香港:11.4|新加坡:5.1|馬來西亞:4.1|美國:2.3
18606601657000248,7d,2026-07-28,2026-07-21,https://www.instagram.com/reel/DbDdzF4EQEv/,蓋出這座城的人，最後被關在自己的城裡──他是誰？  薩爾斯堡歷史中心 · 1077 年－1803 年  鹽讓薩爾斯堡富可敵國。杜恩山的岩鹽沿著薩爾察河北運，養出,530,450,8,1,59.7,0.0,1.1,0.2,0.0,0.0,83.7,11.0,3.4,1.7,,0,5,0,0,0,1,3,1.5,9.1,30.6,23.3,17.4,14.2,4.0,46.2,53.8,,台灣:66.9|香港:11.2|新加坡:4.9|馬來西亞:4.0|美國:2.3
18088358222645192,24h,2026-07-23,2026-07-22,https://www.instagram.com/reel/DbGcqGLINy6/,它不是日本，也不是中國，而是一個消失的王國。  琉球王國城跡 · 12–17 世紀（琉球王國）  珊瑚礁隆起的島嶼上，弧形的石灰岩城牆順著山脊蜿蜒。十二世紀起，,509,428,9,2,61.3,0.7,1.3,0.2,0.2,0.0,87.9,10.7,0.6,0.2,,2,6,0,1,3,1,0.6,0.6,9.6,40.2,28.5,11.9,5.4,3.8,66.1,33.9,,台灣:79.5|香港:5.0|美國:3.1|新加坡:2.7|馬來西亞:2.3
18088358222645192,48h,2026-07-24,2026-07-22,https://www.instagram.com/reel/DbGcqGLINy6/,它不是日本，也不是中國，而是一個消失的王國。  琉球王國城跡 · 12–17 世紀（琉球王國）  珊瑚礁隆起的島嶼上，弧形的石灰岩城牆順著山脊蜿蜒。十二世紀起，,920,820,11,4,60.5,0.6,1.2,0.4,0.1,0.0,88.0,9.8,1.3,0.4,0,8,10,0,1,5,3,1.1,0.5,8.8,36.9,26.5,13.3,9.4,4.6,64.2,35.8,,台灣:82.9|香港:4.9|新加坡:2.5|美國:1.6|馬來西亞:1.4
18088358222645192,7d,2026-07-29,2026-07-22,https://www.instagram.com/reel/DbGcqGLINy6/,它不是日本，也不是中國，而是一個消失的王國。  琉球王國城跡 · 12–17 世紀（琉球王國）  珊瑚礁隆起的島嶼上，弧形的石灰岩城牆順著山脊蜿蜒。十二世紀起，,930,827,11,4,60.0,0.6,1.2,0.4,0.1,0.0,87.3,10.0,1.5,0.8,,8,10,0,1,5,3,1.3,0.5,8.7,37.1,26.3,13.2,9.6,4.5,64.2,35.8,,台灣:83.1|香港:4.9|新加坡:2.5|美國:1.6|馬來西亞:1.4
18219533023327298,24h,2026-07-24,2026-07-23,https://www.instagram.com/reel/DbInYvfjCF8/,他家的房間，和樓裡另外三百六十九間一模一樣──這不是窮，是刻意的。  福建土樓 · 12–20 世紀（宋代至近代）  夯土牆厚達兩公尺、高至五層，能住進八百人。,754,643,10,2,52.3,0.0,2.3,0.3,0.2,0.0,88.0,9.5,2.4,0.1,0,5,15,0,1,0,2,1.5,3.5,14.5,37.9,24.8,10.0,6.2,3.2,56.6,43.4,,台灣:76.8|香港:6.3|美國:3.1|新加坡:2.9|馬來西亞:2.8
18219533023327298,48h,2026-07-25,2026-07-23,https://www.instagram.com/reel/DbInYvfjCF8/,他家的房間，和樓裡另外三百六十九間一模一樣──這不是窮，是刻意的。  福建土樓 · 12–20 世紀（宋代至近代）  夯土牆厚達兩公尺、高至五層，能住進八百人。,890,753,10,2,52.2,0.0,2.4,0.3,0.1,0.0,87.9,9.3,2.6,0.2,,7,18,0,1,0,2,1.6,4.3,12.8,37.6,23.7,10.8,7.0,3.7,55.6,44.4,,台灣:77.0|香港:6.1|新加坡:3.4|美國:2.8|馬來西亞:2.7
18219533023327298,7d,2026-07-30,2026-07-23,https://www.instagram.com/reel/DbInYvfjCF8/,他家的房間，和樓裡另外三百六十九間一模一樣──這不是窮，是刻意的。  福建土樓 · 12–20 世紀（宋代至近代）  夯土牆厚達兩公尺、高至五層，能住進八百人。,897,760,10,2,52.1,0.0,2.4,0.3,0.1,0.0,87.7,9.2,2.9,0.2,,7,18,0,1,0,2,1.8,4.3,12.8,37.5,23.7,10.7,7.1,3.9,55.7,44.3,,台灣:76.9|香港:6.1|新加坡:3.5|美國:2.8|馬來西亞:2.7
17936623929311963,24h,2026-07-25,2026-07-24,https://www.instagram.com/reel/DbJ6-8oiY5f/,他弒父奪位，卻用餘生逃亡。  獅子岩 · 西元5世紀  迦葉波弒父奪位，將達圖塞納王活活砌進牆中。為了躲避那位發誓復仇的兄長，他捨棄舊都，把整座王城遷上一塊拔地,402,294,15,2,45.7,0.0,0.3,0.3,0.0,0.0,86.9,7.6,4.0,1.3,,4,1,0,0,0,1,5.5,0.3,5.0,21.9,25.4,10.8,20.4,16.1,62.1,37.9,,台灣:65.2|香港:9.8|新加坡:7.6|馬來西亞:6.0|中國:2.3
17936623929311963,48h,2026-07-26,2026-07-24,https://www.instagram.com/reel/DbJ6-8oiY5f/,他弒父奪位，卻用餘生逃亡。  獅子岩 · 西元5世紀  迦葉波弒父奪位，將達圖塞納王活活砌進牆中。為了躲避那位發誓復仇的兄長，他捨棄舊都，把整座王城遷上一塊拔地,520,377,17,2,42.3,0.0,0.5,0.3,0.0,0.0,88.1,7.6,3.1,1.0,,4,2,0,0,0,1,4.7,0.2,4.3,20.9,24.4,14.6,20.7,15.0,65.9,34.1,,台灣:67.3|香港:9.4|新加坡:6.4|馬來西亞:5.7|中國:2.3
17936623929311963,7d,2026-08-01,2026-07-24,https://www.instagram.com/reel/DbJ6-8oiY5f/,他弒父奪位，卻用餘生逃亡。  獅子岩 · 西元5世紀  迦葉波弒父奪位，將達圖塞納王活活砌進牆中。為了躲避那位發誓復仇的兄長，他捨棄舊都，把整座王城遷上一塊拔地,537,387,17,2,42.3,0.0,0.5,0.8,0.0,0.0,85.5,7.5,4.2,2.6,,4,2,0,0,0,3,5.8,0.2,4.2,20.9,24.7,14.3,20.6,15.1,65.4,34.6,,台灣:67.7|香港:9.6|新加坡:6.2|馬來西亞:5.5|中國:2.3
18476806099103176,24h,2026-07-26,2026-07-25,https://www.instagram.com/reel/DbNw-jEl2Mc/,他放火燒了京都最美的寺——只因為它，美得讓人無法忍受。  金閣寺（鹿苑寺） · 室町時代（14 世紀）· 1955 年重建  金閣寺——京都六百年來最美的建築，,165,143,9,0,66.9,0.7,2.8,0.0,0.0,0.0,87.2,7.7,5.1,,,0,4,0,0,1,0,4.3,1.2,6.8,30.9,21.6,14.8,16.0,8.6,45.9,54.1,,台灣:79.0|香港:3.7|中國:3.7|馬來西亞:2.5|新加坡:2.5
18476806099103176,48h,2026-07-27,2026-07-25,https://www.instagram.com/reel/DbNw-jEl2Mc/,他放火燒了京都最美的寺——只因為它，美得讓人無法忍受。  金閣寺（鹿苑寺） · 室町時代（14 世紀）· 1955 年重建  金閣寺——京都六百年來最美的建築，,548,430,14,1,57.8,0.7,1.4,0.2,0.0,0.0,88.2,9.2,2.6,,,1,6,0,0,3,1,1.9,0.4,4.3,18.1,16.3,19.1,22.4,19.4,47.4,52.6,,台灣:78.5|香港:5.8|美國:3.0|新加坡:2.4|日本:1.9
18099703145363658,24h,2026-07-27,2026-07-26,https://www.instagram.com/reel/DbQVxOLj6ey/,王后在宮苑深處蓋了一座假農村，扮成農婦擠奶——而宮牆之外，人們正為一塊麵包暴動。  凡爾賽宮 · 17–18 世紀  凡爾賽宮苑深處有十二棟茅草農舍，一七八三年,158,144,7,1,70.6,0.0,1.4,0.0,0.0,0.0,84.2,10.8,5.0,,,1,2,0,0,0,0,4.4,3.2,5.1,29.7,25.9,13.3,17.7,5.1,43.8,56.2,,台灣:75.9|香港:6.3|澳大利亞:3.8|美國:3.2|英國:2.5
